truck,car,motor,bus,train,build,sky,wall,vaget,bike,road,terrain,pole,bridge,person,traffic sign,side walk,traffic light,rider,lat,lng
,0.058202744,0.001079559,,,0.124742508,3.24E-05,,0.70514679,0.006971359,0.063747406,0.023611069,0.006191254,5.15E-05,0.000497818,0.003282547,0.007253647,,0.000165939,114.0647775,22.52461405
,0.067691803,1.53E-05,,,0.224340439,0.353239059,0.000232697,0.160907745,0.000295639,0.148988724,0.000101089,0.000392914,0.017503738,0.003881454,0.000305176,0.023080826,,,114.0857322,22.5432021
0.021038055,0.039039612,,,,0.130044937,0.516292572,0.000619888,0.054300308,0.001729965,0.168941498,1.34E-05,0.006151199,0.035682678,0.003227234,0.005681992,0.017530441,0.000682831,,114.0557251,22.62476145
,0.046737671,0.000375748,,,0.006193161,0.330234528,5.53E-05,0.490991592,0.000619888,0.063062668,0.00806427,0.000715256,0.044784546,0.000141144,,0.008960724,4.01E-05,,113.8742516,22.58622331
0.002822876,0.025081635,,,,0.145769119,0.32419014,0.001676559,0.297065735,0.001218796,0.145158768,0.01125145,0.00371933,0.034132004,0.000553131,0.000356674,0.007955551,2.48E-05,,114.1504069,22.60797705
0.00091362,0.016687393,0.000207901,0.041091919,,0.013929367,0.517198563,,0.197097778,0.005378723,0.178606033,,0.006689072,0.003414154,0.001630783,0.005788803,0.011610031,0.000732422,,114.0310583,22.52376075
5.72E-06,0.031240463,0.000741959,,,0.048501968,0.267055511,1.91E-05,0.547927856,0.000192642,0.034973145,0.013439178,0.006177902,0.007360458,,0.008253098,0.034646988,,0.000440598,114.0588878,22.52948771
0.001419067,0.000375748,,0.017034531,,0.039052963,0.475296021,,0.211624146,,0.196804047,0.003362656,0.001592636,0.035028458,0.000278473,1.72E-05,0.018943787,0.000146866,,113.8819146,22.56328056
0.039545059,0.008552551,0.000408173,4.77E-05,,0.021644592,0.608972549,7.25E-05,0.043344498,0.002702713,0.210523605,,0.001981735,0.012924194,0.00113678,0.028154373,0.020118713,0.000846863,,114.0452108,22.61910502
0.005462646,0.055913925,0.000112534,,0.000671387,0.048074722,0.657234192,0.053937912,0.024124146,0.00103569,0.118202209,0.00451088,0.004508972,0.004175186,0.000162125,0.003080368,0.019634247,0.000135422,,113.925293,22.58123816
0.006933212,0.000175476,,0.000133514,,0.01348114,0.434516907,,0.36444664,,0.14786911,0.013355255,0.000806808,0.011650085,,,0.007608414,,,113.9432983,22.5730311
0.038497925,0.131202698,0.000320435,0.003604889,,0.308843613,0.157020569,0.000200272,0.039421082,0.007513046,0.20275116,0.000810623,0.017072678,0.061365128,0.000148773,0.021734238,0.0104599,9.54E-06,,113.9177613,22.50454756
0.005830765,0.143735886,0.011802673,0.003231049,,0.314390182,0.162549973,0.002822876,0.286823273,1.91E-06,0.050645828,0.000255585,0.007808685,0.004861832,0.001361847,0.000482559,0.001588821,0.0027771,5.72E-06,114.0238339,22.64076889
7.82E-05,0.002357483,,,,0.28155899,0.140169144,2.29E-05,0.336719513,,0.194934845,0.000133514,0.005216599,0.001693726,,3.81E-05,0.038051605,1.91E-06,,114.1242818,22.57677603
,0.000936508,0.000377655,,,0.012228012,0.46437645,1.91E-06,0.335561752,3.43E-05,0.094753265,0.025108337,0.002004623,0.013105392,0.000612259,6.29E-05,0.05163765,3.05E-05,0.000144958,114.1005987,22.6438317
0.002779007,0.010559082,2.10E-05,0.025035858,,0.260259628,0.398384094,0.000173569,0.064325333,0.041463852,0.118972778,0.007789612,0.004835129,0.03207016,0.00368309,0.002141953,0.02819252,0.000114441,0.000175476,114.0600914,22.52510148
,0.000307083,,,,0.00012207,0.262348175,,0.482448578,,0.143684387,0.099071503,0.003803253,0.004425049,2.10E-05,0.002092361,0.002626419,2.67E-05,,113.92155,22.63359045
8.96E-05,0.033723831,,,,0.120141983,0.432817459,0.096960068,0.179567337,0.000232697,0.106374741,0.001014709,0.001970291,0.020534515,0.000318527,0.005689621,0.001541138,,,113.8573998,22.56633178
,0.000888824,,,,0.044294357,0.272977829,,0.432649612,0.00104332,0.161691666,7.06E-05,0.007261276,0.042331696,0.00053978,0.015209198,0.021120071,0.000898361,,114.1172639,22.55889893
0.005544662,0.002983093,,9.54E-06,,0.268281937,0.289590836,2.10E-05,0.235652924,,0.170703888,0.009183884,0.001430511,0.010190964,0.000238419,0.000175476,0.00686264,0.000106812,,114.0610009,22.67289937
0.006856918,0.009683609,0.000303268,,,0.275650024,0.412445068,0.000141144,0.037231445,0.01474762,0.225269318,,0.002426147,0.002271652,0.005334854,0.002065659,0.006471634,7.82E-05,,114.0343303,22.62503544
1.53E-05,0.00374794,0.000213623,,,0.117099762,0.410459518,0.006120682,0.18406868,0.013301849,0.207792282,0.002008438,0.002037048,0.01399231,0.000272751,5.72E-06,0.039180756,0.000659943,,113.9069048,22.56428665
,0.04240799,,,,0.031194687,,0.030277252,0.706981659,0.000183105,0.070261002,2.86E-05,0.000349045,0.07850647,0.00295639,0.000150681,0.037679672,,,114.0443025,22.52029906
0.027088165,0.003648758,0.000932693,,,0.001703262,0.245449066,0.000213623,0.603567123,8.20E-05,0.09960556,0.001865387,4.20E-05,0.013223648,1.14E-05,0.002914429,0.000623703,5.72E-06,,113.9941606,22.65296269
0.000478745,0.010644913,4.01E-05,,,0.14037323,0.311079025,,0.268661499,0.000368118,0.112810135,0.043928146,0.00901413,0.0046978,0.010442734,0.016067505,0.072322845,4.77E-05,,114.0180589,22.61948513
0.027860641,0.00141716,0.000307083,5.72E-06,1.91E-06,0.037662506,0.54047966,0.105470657,0.055953979,3.05E-05,0.125019073,0.024301529,0.014802933,0.017129898,0.002567291,0.001619339,0.046344757,,1.91E-06,113.8843795,22.50725841
0.005952835,0.086673737,0.000209808,,,0.298830032,0.179576874,,0.238977432,0.00894928,0.066598892,0.002279282,0.03203392,0.047143936,0.00179863,0.002227783,0.02939415,0.000318527,1.14E-05,114.0535278,22.53632807
0.00138855,0.012014389,0.002075195,0.000494003,,0.117902756,0.536487579,0.002119064,0.069385529,0.006607056,0.239233017,0.003740311,0.000289917,0.00368309,0.001564026,4.96E-05,0.003770828,,0.000171661,114.0454711,22.6151135
0.000520706,0.001203537,0.000232697,,,0.233163834,0.338220596,1.91E-06,0.161706924,0.007040024,0.225687027,0.003570557,0.004673004,0.0007267,0.001348495,0.001005173,0.021654129,0.000209808,1.14E-05,113.9251156,22.5194007
,0.005834579,3.81E-05,,,0.160078049,0.273324966,0.00494194,0.325281143,0.002597809,0.133707047,0.013202667,0.002737045,0.040016174,0.000274658,0.000169754,0.035224915,0.0001297,0.003417969,114.0267278,22.65307065
0.014287949,0.023670197,5.91E-05,1.91E-06,8.39E-05,0.006420135,0.524421692,,0.1541996,4.39E-05,0.222711563,0.00069046,0.017253876,0.000759125,2.29E-05,0.011989594,0.015893936,0.008466721,,113.891767,22.59363712
,0.041717529,,,,0.033678055,0.420166016,0.000637054,0.301595688,,0.125881195,0.00623703,0.005125046,0.001306534,1.72E-05,0.000125885,0.064468384,2.10E-05,,114.037883,22.54888356
,0.002696991,,,,0.062393188,0.562839508,0.001878738,0.13845253,,0.194538116,0.029809952,0.003696442,0.000602722,,0.001152039,0.002731323,0.000185013,,113.8317978,22.58123444
0.039707184,0.003355026,,,,0.024339676,0.62266922,0.025400162,0.024202347,0.000118256,0.184213638,0.012241364,0.021444321,0.030553818,0.002664566,0.001340866,0.008550644,0.000175476,,113.9194886,22.64534582
,0.007141113,,,,0.01440239,0.278715134,0.003761292,0.513698578,,0.118896484,0.014831543,0.002002716,0.021181107,0.000486374,0.00031662,0.025442123,0.000101089,,113.9777222,22.52771718
0.001787186,0.037540436,1.91E-05,,,0.350500107,0.200983047,,0.199766159,0.000617981,0.065881729,1.14E-05,0.006698608,0.019737244,0.00028801,8.96E-05,0.117055893,,,114.1256221,22.55112915
0.000209808,0.013633728,0.004108429,0.013900757,,0.058530807,0.527843475,1.34E-05,0.097911835,0.013362885,0.192838669,0.009281158,0.007986069,0.025623322,0.006170273,0.004444122,0.021064758,0.000921249,0.003131866,114.0164749,22.66581396
0.005712509,0.096250534,0.001327515,5.72E-06,,0.445426941,0.286254883,,0.018466949,7.44E-05,0.106359482,,0.004610062,0.001678467,0.003093719,0.001075745,0.030483246,0.000156403,,113.8689122,22.56485708
,0.006746292,,,,0.151918411,0.023529053,,0.609437943,1.53E-05,0.144237518,0.049505234,0.003047943,0.001626968,1.91E-06,0.000249863,0.010660172,,,114.0489607,22.56116626
,0.004512787,,,,0.051902771,0.233272552,0.000295639,0.634050369,,0.05386734,0.017717361,0.001171112,0.000509262,,0.000827789,0.002849579,,,113.9873343,22.54444279
,0.00476265,6.10E-05,0.002410889,0.000181198,0.062545776,0.63602066,0.000597,0.0709095,0.001722336,0.09249115,0.090539932,0.009925842,0.009992599,0.000720978,2.67E-05,0.01805687,1.91E-06,9.54E-06,113.8480992,22.62340483
0.000131607,0.009067535,,8.39E-05,,0.031904221,0.454982758,1.34E-05,0.198774338,1.91E-06,0.242527008,0.003602982,0.003881454,0.039272308,0.001338959,0.009082794,0.005903244,0.000339508,6.87E-05,113.8335184,22.64699376
,0.002281189,0.000408173,,,0.292203903,0.444904327,,0.018861771,0.00097847,0.192176819,0.021850586,0.005641937,0.000162125,7.82E-05,0.001512527,0.017110825,,0.00280571,113.810364,22.62656045
0.000423431,0.023351669,,,,0.035625458,0.483264923,0.001615524,0.207681656,,0.226011276,4.20E-05,0.000591278,0.017173767,6.29E-05,0.001279831,0.003232956,0.000619888,,113.8782166,22.59201957
0.005010605,0.010988235,0.001209259,,,0.001419067,0.045272827,,0.739875793,0.000888824,0.191640854,,0.000272751,2.67E-05,0.000297546,,0.004074097,,,113.8603634,22.58683811
6.48E-05,0.00709343,0.000432968,,0.000120163,0.066108704,0.443685532,0.000274658,0.231264114,0.013118744,0.169290543,0.000156403,0.004768372,0.022672653,0.000934601,0.000347137,0.038757324,0.000490189,0.001396179,113.9564416,22.58795455
,0.000699997,,,,0.000999451,0.101718903,0.001758575,0.717727661,3.81E-06,0.102352142,0.060359955,1.14E-05,0.000154495,5.72E-06,,0.015184402,,,113.9213668,22.62159184
0.512937546,0.009389877,,0.001495361,0.000497818,0.447120667,7.25E-05,5.34E-05,1.91E-06,,0.005296707,,0.000406265,0.01026535,0.007005692,0.005559921,0.000873566,,,113.8978594,22.51079028
5.15E-05,0.000547409,,,,0.321680069,0.447313309,0.019704819,0.056947708,,0.147298813,0.000709534,0.00312233,0.002155304,,0.000427246,0.000989914,2.86E-05,,114.1558589,22.61687827
1.53E-05,0.008777618,0.000148773,0.047595978,,0.338878632,0.206020355,,0.197502136,0.039535522,0.100996017,0.000612259,0.014259338,0.001508713,0.002882004,0.001565933,0.040180206,0.000144958,0.000352859,114.1091193,22.61070028
,3.24E-05,,,,0.066200256,0.309150696,,0.339832306,0.005474091,0.105312347,0.025367737,0.018903732,0.020305634,,0.048191071,0.06020546,0.000642776,0.001358032,114.0229384,22.60653374
,0.001422882,,,,0.080728531,0.575061798,0.001472473,0.065397263,0.000608444,0.190328598,,0.002307892,0.060647964,0.000459671,0.000396729,0.021034241,4.39E-05,0.001066208,113.9168214,22.64832679
,0.019723892,7.25E-05,,,0.065286636,0.20844841,,0.470935822,0.007957458,0.0813694,0.042671204,0.007816315,0.000530243,0.000205994,0.001018524,0.094940186,,,114.0695265,22.54795279
0.016069412,0.007358551,0.000337601,,,0.115533829,0.591430664,0.007791519,0.0057621,0.000589371,0.164113998,0.002286911,0.002668381,0.059293747,0.000934601,0.001205444,0.025554657,4.58E-05,,113.8618817,22.5570908
0.000263214,0.002252579,0.000341415,,,0.032320023,0.520162582,3.81E-06,0.199960709,0.006387711,0.071088791,0.087535858,0.008066177,0.015312195,0.002775192,0.001678467,0.051971436,0.000808716,4.77E-05,113.9987597,22.66203531
,0.00270462,,,,0.182453156,0.342670441,0.001224518,0.210599899,1.91E-06,0.135105133,0.00038147,0.002056122,0.084501266,0.000417709,0.001964569,0.036806107,8.96E-05,,113.885857,22.55483892
8.58E-05,0.004646301,0.002279282,,,0.099298477,0.297859192,0.021860123,0.34195137,0.008348465,0.106800079,5.34E-05,0.005641937,0.059379578,0.000696182,0.001735687,0.050340652,,,113.8904667,22.56317301
,0.000118256,,,,0.000677109,0.432092667,,0.37469101,1.53E-05,0.190084457,0.002391815,0.000854492,5.72E-06,,,4.39E-05,,1.91E-06,114.0983161,22.6004929
0.02132225,0.004137039,2.48E-05,0.000455856,,0.00012207,0.326208115,,0.486925125,1.14E-05,0.135936737,,0.003196716,0.005645752,1.91E-06,0.000597,0.016216278,0.000175476,,113.8901635,22.60087058
0.001020432,0.008455276,5.72E-06,3.81E-05,,0.022590637,0.569599152,0.008506775,0.143745422,0.000730515,0.179990768,0.030208588,0.003265381,0.016969681,0.001188278,0.000137329,0.014215469,0.00030899,,113.9337974,22.57943068
0.017080307,0.013301849,0.000589371,0.000141144,,0.002132416,0.547128677,1.91E-05,0.179468155,,0.189319611,0.004364014,0.004220963,0.018573761,0.000137329,0.001344681,0.023136139,1.91E-05,,113.8612013,22.62355667
0.004579544,0.020616531,0.005678177,,1.91E-06,0.09485054,0.1704216,0.004743576,0.469659805,0.002250671,0.084215164,,0.005172729,0.102733612,0.002578735,0.000667572,0.032308578,,0.000497818,113.8791675,22.58709055
0.000164032,0.027070999,,,,0.12494278,0.451749802,0.00909996,0.117027283,,0.058813095,0.059936523,0.001602173,0.143131256,1.53E-05,0.000656128,0.006763458,3.81E-06,,113.993779,22.66647913
0.001270294,0.050825119,,1.91E-06,1.91E-06,0.028232574,0.445261002,1.91E-06,0.243814468,1.72E-05,0.134754181,0.00626564,0.016675949,0.004013062,9.54E-06,0.062278748,0.007310867,0.000242233,,114.0762289,22.6687608
,0.001684189,,,1.91E-06,0.127407074,0.554466248,0.001852036,0.048213959,0.000108719,0.145866394,0.002069473,0.004718781,0.054864883,0.001153946,0.000959396,0.057056427,0.000541687,1.14E-05,114.0276539,22.63548281
,0.023656845,,,,0.010461807,0.609254837,0.000932693,0.152320862,,0.172393799,0.003242493,0.007055283,0.005056381,5.53E-05,6.68E-05,0.016412735,5.91E-05,7.63E-06,113.9125348,22.65884677
0.122438431,0.075891495,0.000631332,0.014541626,0.000101089,0.221818924,0.391162872,1.91E-05,0.030477524,0.003681183,0.081968307,,0.000835419,0.047681808,0.001459122,0.004909515,0.003299713,5.72E-05,1.91E-06,114.0498745,22.67031863
0.004817963,0.005569458,,0.005222321,0.000654221,0.104784012,0.422870636,0.004283905,0.190103531,0.005908966,0.141923904,,0.000617981,0.104711533,0.002511978,0.000246048,0.006731033,1.34E-05,5.72E-06,113.8638314,22.56889897
0.005836487,0.002145767,,0.046958923,,0.012088776,0.568618774,,0.113077164,0.000736237,0.171279907,0.007547379,0.011796951,0.000547409,0.001626968,0.00428772,0.053251266,0.001176834,,114.0725259,22.62959375
0.000875473,0.117498398,0.000770569,0.004270554,5.72E-06,0.50680542,0.270772934,,0.001552582,0.003549576,0.046882629,1.91E-06,0.00186348,0.023805618,0.002435684,3.81E-06,0.019790649,9.16E-05,,114.033315,22.62469196
,0.004547119,0.012460709,,,0.046239853,0.430587769,0.00082016,0.294210434,0.005947113,0.131532669,0.000314713,0.004968643,0.020143509,0.011074066,0.002996445,0.027700424,4.20E-05,0.007390976,114.020241,22.6534804
0.001331329,0.028305054,0.00438118,0.00069809,,0.159025192,0.110790253,2.67E-05,0.518783569,0.002706528,0.092424393,0.006504059,0.003112793,0.03777504,0.001989365,0.003400803,0.029653549,6.87E-05,,114.0480957,22.53428485
,0.05701828,0.000211716,0.054533005,1.91E-06,0.299463272,0.182777405,,0.257501602,0.015415192,0.068525314,7.63E-06,0.001138687,0.026685715,0.016891479,5.72E-06,0.018825531,1.14E-05,0.001962662,114.0838269,22.54094253
2.48E-05,0.025011063,,,,0.133834839,0.541864395,0.028921127,0.086971283,0.000135422,0.105302811,0.000627518,0.010095596,0.015464783,0.001688004,0.000307083,0.050441742,0.000286102,,113.9122316,22.48425313
0.000843048,0.089473724,,,,0.002851486,0.556711197,0.000143051,0.185081482,0.000711441,0.151390076,0.001457214,0.002271652,0.000181198,0.000658035,0.000362396,0.008800507,4.01E-05,,113.9640309,22.55729174
0.069591522,0.011461258,0.000448227,0.005147934,0.001577377,0.316236496,0.196277618,0.000406265,0.152292252,0.000741959,0.125928879,0.040483475,0.004203796,0.040372849,0.00015831,0.004276276,0.029588699,0.001783371,,114.029103,22.66257342
,0.001064301,3.81E-06,,,0.234727859,0.394973755,0.002244949,0.10172081,0.000324249,0.181959152,0.003900528,0.005880356,0.058015823,0.000246048,0.003816605,0.012098312,,,113.891183,22.54941409
2.86E-05,0.000642776,,,,0.008653641,0.515693665,0.009716034,0.297891617,,0.121740341,0.012138367,0.001260757,0.015419006,0.000219345,0.001565933,0.01600647,,,114.031864,22.60057864
0.000244141,0.021909714,0.000749588,0.016658783,3.81E-06,0.123390198,0.472745895,,0.137374878,0.005819321,0.204317093,0.000196457,0.004236221,0.000392914,0.007116318,0.001346588,0.003005981,0.000997543,0.000471115,114.0209304,22.66858123
0.011899948,0.018880844,,,,0.006917953,0.609115601,,0.149486542,,0.184732437,1.91E-06,0.007312775,0.00859642,0.000984192,5.72E-06,0.002792358,0.000249863,,113.9676069,22.58107073
,0.002679825,,,,0.034114838,0.455181122,,0.243070602,,0.15010643,0.040275574,0.014219284,0.028715134,,0.000593185,0.031610489,0.00041008,,113.8783661,22.55627441
5.72E-06,,1.91E-06,,3.81E-06,0.002693176,0.383720398,,0.509336472,5.72E-05,0.075647354,0.000196457,0.013828278,0.002912521,,0.0007267,0.011262894,0.000583649,,114.1203305,22.64209726
,6.10E-05,,,,0.00396347,0.229255676,0.001895905,0.636100769,0.002897263,0.078367233,0.012489319,0.005197525,,0.000757217,0.007003784,0.022981644,5.72E-06,,113.9667733,22.55880038
,0.010536194,,,,0.009952545,0.195674896,7.82E-05,0.554447174,,0.138723373,0.034664154,0.001842499,0.040880203,,0.000318527,0.013858795,,,113.859426,22.66161691
,0.001531601,0.000432968,,,0.130039215,0.386703491,0.005002975,0.245498657,0.002677917,0.172153473,0.007362366,0.001468658,0.032806396,0.000259399,0.000583649,0.014324188,9.54E-06,0.00012207,113.8630074,22.58129613
0.001569748,0.00639534,8.96E-05,,7.63E-06,0.034698486,0.472768784,0.144693375,0.103290558,0.000211716,0.195337296,,0.002307892,0.009954453,0.000638962,0.002943039,0.025920868,0.000146866,1.91E-06,114.1505093,22.62423722
,0.000730515,,,,0.00063324,0.095653534,,0.761547089,,0.06121254,0.071939468,0.001783371,0.005273819,1.91E-05,0.001087189,0.001096725,,,113.9277679,22.56647646
0.369823456,0.001888275,0.000171661,0.00164032,6.10E-05,0.155450821,0.001131058,0.002866745,0.316665649,,0.103609085,,1.34E-05,0.032112122,0.002685547,0.005119324,0.007738113,,,114.0107916,22.58838814
,0.012910843,,,,0.102193832,0.393865585,0.004123688,0.228420258,0.000205994,0.150819778,0.086151123,0.005601883,0.005168915,0.000432968,0.006357193,0.004699707,2.48E-05,,113.9275286,22.51411881
0.001178741,0.0007267,1.72E-05,6.48E-05,2.48E-05,0.006649017,0.566698074,,0.237329483,5.72E-06,0.168432236,0.002586365,0.000143051,0.001998901,5.53E-05,0.000854492,0.013973236,9.54E-06,0.000228882,113.9862019,22.58672849
0.006008148,0.008213043,0.001228333,0.001079559,,0.222366333,0.183095932,,0.334228516,0.001558304,0.211299896,0.000116348,0.001724243,0.000871658,0.011526108,0.002830505,0.013362885,0.000200272,0.001266479,114.0397541,22.54434929
0.001317978,0.005439758,1.14E-05,3.24E-05,,0.084882736,0.561174393,,0.10660553,,0.131017685,0.108236313,2.86E-05,0.0008564,0.000366211,0.000951767,4.20E-05,3.81E-06,9.54E-06,114.0088087,22.53686789
,0.003343582,,8.39E-05,0.000200272,0.223342896,0.371143341,,0.150531769,,0.203899384,0.028812408,0.007047653,0.005254745,,0.006353378,0.000944138,1.91E-05,,113.9360399,22.57531738
,7.82E-05,,,,0.082250595,0.087953568,,0.580448151,5.72E-06,0.10956192,0.000505447,0.005132675,0.115524292,0.001375198,0.001667023,0.01647377,,,114.0634997,22.54772949
,,,,,0.026842117,0.096199036,,0.74786377,,0.101392746,3.81E-06,,,,,0.028675079,,,113.9747058,22.58728027
0.000585556,0.005945206,,0.097414017,,0.137891769,0.234485626,0.047742844,0.392292023,,0.035997391,0.001834869,0.001228333,0.041290283,0.000610352,0.002326965,0.001331329,,,114.0610996,22.57570571
0.00787735,0.06656456,0.000331879,0.097827911,,0.086320877,0.176050186,0.005506516,0.457830429,0.000465393,0.046791077,0.000219345,0.003421783,0.01424408,0.001596451,0.025463104,0.009836197,0.000425339,0.000204086,113.9312487,22.52204252
0.072128296,0.001241684,,,,0.054855347,0.396699905,8.01E-05,0.32834053,,0.087511063,0.016368866,8.96E-05,0.040082932,0.000738144,,0.002840042,,,113.802445,22.68527128
0.000902176,0.020202637,1.34E-05,0.012504578,,0.200876236,0.363977432,,0.124786377,0.037813187,0.174972534,,0.009681702,0.025579453,0.008619308,0.008953094,0.01030159,0.001270294,0.000522614,114.1134459,22.60497551
0.000297546,0.003715515,0.00012207,,,0.000347137,0.292909622,2.29E-05,0.468925476,0.009431839,0.186750412,0.004453659,0.000705719,0.017068863,0.000558853,0.000993729,0.014673233,,,114.0086959,22.61853663
,0.014230728,0.000892639,,,0.079280853,0.001741409,0.000778198,0.61541748,0.024236679,0.068544388,,0.00123024,0.146524429,0.000425339,,0.047674179,,,114.0351917,22.52818737
,0.03676796,,,,0.02922821,5.72E-06,0.001024246,0.781909943,3.62E-05,0.060874939,0.012077332,0.000928879,0.074056625,0.000190735,9.54E-06,0.003866196,,,114.1126903,22.56804243
1.91E-06,0.005466461,0.007774353,1.91E-06,,0.073759079,,0.000839233,0.737279892,0.033462524,0.043802261,0.026767731,0.012168884,0.006990433,0.010389328,7.63E-05,0.039360046,,0.002836227,113.8517766,22.57095856
,0.001523972,2.29E-05,,,0.417772293,0.317495346,,0.018388748,0.017112732,0.13152504,,0.003009796,0.018413544,0.004766464,5.91E-05,0.070859909,2.67E-05,,114.0637102,22.63675155
,0.003564835,0.001344681,,,0.14944458,0.436672211,0.003490448,0.129550934,0.006017685,0.115520477,0.000579834,0.013868332,0.027370453,0.002372742,0.007957458,0.101102829,7.82E-05,0.002040863,113.8827228,22.55747522
0.000450134,7.44E-05,0.00031662,,,0.006259918,0.177873611,0.077817917,0.639471054,,0.05031395,,0.000246048,0.042524338,3.81E-06,,0.005624771,,,114.0867865,22.56518262
0.002481461,0.017860413,0.001106262,1.14E-05,,0.005601883,0.333082199,,0.395612717,0.000801086,0.205915451,0.001005173,0.00444603,0.023481369,0.003774643,0.000961304,0.004188538,0.000249863,0.000396729,113.9111456,22.58118913
0.14056778,0.023706436,0.000844955,0.000139236,3.81E-06,0.154460907,0.488742828,0.000108719,0.050863266,0.001628876,0.071388245,0.000804901,0.00122261,0.054542542,0.003164291,0.006139755,0.002605438,5.72E-06,3.62E-05,114.0215981,22.66817013
0.000244141,0.004173279,0.000951767,2.67E-05,1.91E-06,0.06719017,0.459352493,1.91E-06,0.188751221,0.004505157,0.160345078,0.016689301,0.003555298,0.067060471,9.16E-05,0.003938675,0.024007797,8.96E-05,,114.068894,22.61586436
1.91E-06,0.062234879,1.53E-05,,,0.001396179,0.676656723,0.000724792,0.093496323,9.54E-06,0.142883301,0.006801605,0.007070541,0.003931046,,0.000219345,0.005187988,0.000347137,,113.8750919,22.65662632
0.000761032,0.017305374,0.001235962,,,0.489103317,0.134250641,,0.117712021,0.072336197,0.093151093,0.000156403,0.015207291,0.000907898,0.003425598,0.013910294,0.036073685,0.000268936,0.005170822,114.0839376,22.54734988
0.007152557,0.000694275,,,,0.397396088,0.150165558,,0.366685867,,0.069952011,0.002613068,0.000352859,0.004199982,,5.53E-05,0.001708984,,,114.0663766,22.52546247
0.090652466,0.007638931,0.001028061,0.027090073,,0.019453049,0.210006714,,0.462335587,0.002002716,0.11532402,7.63E-06,0.002601624,0.021286011,0.000612259,0.003782272,0.03701973,7.25E-05,6.29E-05,114.1443431,22.55629913
0.011579514,,,,,0.019033432,0.712217331,0.001207352,0.002475739,,0.138490677,0.003587723,0.000738144,0.099897385,,0.00034523,0.011404037,,,113.7842987,22.63880816
,0.003238678,,,,0.000486374,0.118648529,,0.741834641,,0.124406815,0.005647659,0.002056122,0.000108719,,0.001018524,0.003530502,,,114.0891113,22.63504809
0.001901627,2.29E-05,,,,0.041622162,0.678180695,0.060552597,0.003314972,,0.11438179,0.011404037,0.005958557,0.073036194,0.000713348,0.000209808,0.009660721,1.72E-05,,113.8746209,22.49699087
1.91E-06,0.037488937,,,,1.72E-05,0.103860855,0.01089859,0.678321838,0.000547409,0.08962822,0.005065918,0.001907349,0.052536011,3.81E-06,,0.020698547,,,113.9174293,22.60058004
0.000268936,0.014278412,,,,0.443365097,0.243637085,,0.11048317,0.006631851,0.101268768,,5.72E-06,0.075019836,0.000135422,0.000165939,0.005716324,,,114.0858887,22.54543363
,,,,,0.015428543,0.371349335,,0.45381546,,0.129787445,0.02954483,3.81E-05,,,9.54E-06,0.000993729,9.54E-06,,113.8611001,22.5782632
0.000268936,0.047721863,0.002832413,,,0.037427902,0.449768066,0.00188446,0.257911682,0.001983643,0.105070114,0.012821198,0.000600815,0.074432373,1.91E-06,0.000617981,0.007633209,,,113.9401193,22.52948151
,0.038743973,,,,0.1664505,0.295841217,,0.34695816,,0.123880386,0.020839691,0.000375748,0.000219345,,,0.007667542,,,113.9599155,22.53455393
0.000312805,0.004768372,3.81E-06,0.002269745,,0.001478195,0.645915985,0.000843048,0.100347519,0.001649857,0.117109299,0.000425339,0.003854752,0.071613312,0.000314713,0.001926422,0.048023224,0.000120163,,113.894824,22.65948093
7.63E-06,,,,,0.000749588,0.642688751,,0.072025299,7.06E-05,0.141061783,0.095052719,0.002643585,0.038702011,0.000108719,0.000469208,0.007396698,,,114.1683654,22.65511798
0.003131866,0.002960205,5.72E-05,0.01791954,,0.046525955,0.377054214,0.000534058,0.260801315,0.001859665,0.127304077,0.000240326,0.019777298,0.086296082,0.003093719,0.038280487,0.015140533,,,114.1307858,22.61148285
0.050136566,0.009141922,0.001161575,0.00128746,1.14E-05,0.429924011,0.12563324,,0.136396408,0.007694244,0.116130829,0.000272751,0.002222061,0.007860184,0.008625031,0.009370804,0.093025208,0.000240326,0.001842499,114.0819386,22.54728805
,0.01301384,,,,0.014705658,0.585739136,0.014978409,0.111070633,,0.198730469,0.000219345,0.00487709,0.023866653,0.000238419,0.002124786,0.031396866,1.34E-05,1.91E-06,113.8263776,22.64969688
0.000688553,0.030057907,,,,0.038061142,0.543079376,0.004436493,0.192827225,0.000261307,0.116809845,0.006288528,0.001110077,0.054508209,0.000234604,0.003997803,0.008550644,6.48E-05,,114.0248776,22.5396525
0.01638031,0.012346268,,,,0.070726395,0.37465477,0.000156403,0.367214203,0.009073257,0.097805023,0.004692078,0.000656128,0.016105652,0.007152557,0.001173019,0.0228405,,,114.1008998,22.65703438
0.003681183,0.046068192,4.58E-05,0.018669128,,0.004972458,0.192335129,0.000175476,0.531139374,3.81E-06,0.143081665,0.040353775,0.001783371,0.008338928,1.53E-05,0.000219345,0.010082245,1.14E-05,,114.0903993,22.56006617
2.29E-05,0.017829895,0.0001297,,,0.169778824,0.033315659,1.91E-06,0.542432785,0.002965927,0.175191879,0.00851059,0.004125595,5.72E-06,0.001104355,5.72E-06,0.045555115,,,114.0590865,22.53552246
0.000106812,0.00066185,,,,0.04044342,0.576313019,,0.151411057,,0.132450104,0.09752655,0.000347137,0.000597,,0.000362396,0.000715256,4.20E-05,,114.0107752,22.53723264
