truck,car,motor,bus,train,build,sky,wall,vaget,bike,road,terrain,pole,bridge,person,traffic sign,side walk,traffic light,rider,lat,lng
1.91E-06,0.046056747,4.01E-05,0.009122849,,0.255090714,0.342866898,0.000209808,0.147985458,0.003499985,0.149343491,0.000335693,0.000650406,0.030380249,0.000635147,2.67E-05,0.014705658,2.10E-05,3.81E-06,114.0322506,22.6393304
0.002563477,0.001512527,5.91E-05,0.000614166,,0.109508514,0.285055161,0.020278931,0.369886398,3.81E-06,0.101003647,0.037372589,0.001853943,0.068141937,0.000219345,0.000303268,0.002597809,1.91E-06,,113.8115105,22.71035423
7.63E-06,,,,,9.54E-05,0.257799149,,0.52794075,,0.104717255,0.002811432,0.012254715,0.024372101,1.14E-05,0.000240326,0.070726395,,,113.9211277,22.60963911
0.000551224,,,2.86E-05,0.000110626,0.00188446,0.681285858,0.002470016,0.019123077,9.54E-06,0.155170441,0.000255585,0.000368118,0.128623962,7.82E-05,0.000116348,0.010564804,0.000335693,,114.1671143,22.65355762
,0.061670303,1.91E-06,,,0.001194,0.326116562,,0.440357208,0.000118256,0.15382576,2.48E-05,2.86E-05,,2.29E-05,7.25E-05,0.017543793,,,114.0017356,22.55627441
,0.066934586,0.000108719,,,0.005620956,0.024038315,0.000644684,0.715333939,0.000398636,0.091711044,,0.000202179,0.064617157,0.000812531,,0.030553818,,,114.0509194,22.57110596
,0.006784439,0.006483078,,,0.66151619,0.00415802,1.91E-06,0.093488693,0.000665665,0.119541168,0.023300171,0.007543564,0.025682449,,3.81E-06,0.051792145,1.91E-06,1.34E-05,113.9507338,22.53564519
,0.010501862,0.000185013,,,0.7016716,0.094516754,,0.004013062,0.000225067,0.129493713,,0.000829697,0.003332138,0.00406456,0.001682281,0.050458908,1.91E-06,,114.0448818,22.60245448
2.10E-05,0.000879288,,,,0.064727783,0.522802353,,0.213640213,0.000133514,0.188983917,0.001419067,0.00274086,0.002538681,0.000139236,0.000110626,0.002822876,1.72E-05,,113.8552635,22.61286437
0.000349045,0.001373291,0.000209808,,,0.002046585,0.642957687,0.002157211,0.1502285,2.29E-05,0.118253708,0.060968399,0.002473831,0.00194931,1.14E-05,0.002389908,0.015577316,7.63E-06,,113.9321343,22.56497116
0.000146866,0.000680923,2.10E-05,,3.81E-06,0.125213623,0.324939728,3.43E-05,0.351966858,1.14E-05,0.094112396,,0.003637314,0.079694748,0.002878189,0.009319305,0.008209229,3.62E-05,7.06E-05,114.1378377,22.56591777
,6.68E-05,,,,0.022298813,0.565727234,0.000114441,0.168800354,,0.13381958,0.074285507,0.00346756,0.025924683,6.87E-05,0.001375198,0.005002975,2.48E-05,,113.8298075,22.59747489
0.000593185,0.000318527,,,,0.086713791,0.289657593,0.007635117,0.375263214,0.000181198,0.121315002,0.005880356,0.000972748,0.032974243,0.000179291,0.000505447,0.07878685,,,114.0912835,22.55249716
,0.00022316,,,0.000293732,0.014862061,0.398611069,,0.508266449,4.01E-05,0.044332504,0.001386642,0.02025032,0.008903503,3.62E-05,0.001634598,0.001806259,0.000295639,3.43E-05,114.1466343,22.66537597
0.00056839,0.006750107,0.000717163,0.000648499,,0.009836197,0.505971909,0.004867554,0.297468185,0.004020691,0.114696503,0.001346588,0.000383377,0.016504288,0.001346588,5.72E-06,0.031415939,,0.004428864,113.9614579,22.55421485
0.00021553,0.008562088,4.01E-05,,,0.157484055,0.211488724,0.000616074,0.396368027,0.001934052,0.100601196,0.005109787,0.007799149,0.028476715,0.000291824,0.003231049,0.077884674,0.000871658,1.91E-06,113.9490917,22.53948975
4.39E-05,0.049970627,0.00069809,3.81E-06,,0.102626801,0.324720383,,0.36485672,,0.107009888,0.046112061,0.000844955,,9.92E-05,0.000144958,0.003574371,0.000268936,1.91E-06,113.924534,22.52880106
0.037475586,0.0331707,0.012845993,0.018014908,0.007949829,0.486967087,0.095956802,,0.165403366,0.002714157,0.102422714,,5.72E-05,0.023683548,0.008138657,0.003152847,0.00302124,1.91E-06,,114.116743,22.62136225
,0.092319489,,,,0.018024445,0.506162643,0.000535965,0.224622726,,0.116996765,0.005113602,0.011087418,0.002416611,2.10E-05,0.0013237,0.019464493,0.002887726,,114.0170273,22.54418718
,0.001251221,,,,0.073888779,0.281719208,,0.530517578,,0.111951828,5.34E-05,,,,,0.001594543,,,113.9304617,22.57135604
0.000936508,0.059864044,3.43E-05,,,0.011390686,0.609973907,0.00022316,0.152378082,,0.147678375,0.004272461,0.005086899,0.00207901,,1.34E-05,0.007041931,3.81E-06,,113.9121514,22.65879117
1.72E-05,0.006397247,5.72E-05,,,0.107717514,0.528148651,,0.111745834,,0.173915863,0.066400528,0.000905991,8.01E-05,0.000249863,0.002515793,0.002752304,7.06E-05,1.91E-06,114.0009185,22.53556364
4.20E-05,0.00122261,5.53E-05,,,0.2989254,0.309307098,,0.212621689,0.001743317,0.077976227,0.000135422,0.010169983,,1.91E-06,0.003194809,0.085325241,0.000255585,,113.9365585,22.50584827
0.002222061,0.010662079,,,1.91E-05,0.309782028,0.095945358,0.02473259,0.254245758,0.002828598,0.027734756,,0.000272751,0.270175934,0.00019455,0.001331329,0.000829697,,,113.930729,22.52545375
,0.003217697,0.000104904,,,0.305603027,0.228038788,,0.204198837,0.006332397,0.179496765,0.005556107,0.00844574,3.81E-06,0.000169754,0.004529953,0.055242538,3.62E-05,,114.0491092,22.53954404
,,,,,0.1763134,0.267971039,,0.411872864,0.000242233,0.127679825,0.001623154,0.000497818,2.29E-05,0.00135231,0.000392914,0.012475967,,0.00053215,113.9237061,22.53568183
,0.000244141,6.68E-05,,,0.023309708,0.336206436,,0.382158279,4.39E-05,0.210487366,0.029066086,0.003795624,,,0.01556778,2.10E-05,9.54E-06,,113.9205084,22.54309082
0.021764755,0.026412964,0.000846863,0.077531815,,0.299596786,0.325572968,3.81E-05,0.092977524,0.003883362,0.066305161,0.000204086,0.008337021,0.025485992,0.007871628,0.0241642,0.018318176,0.001665115,,113.9182352,22.52055969
,0.038316727,0.00028038,,,0.150270462,1.91E-06,,0.602045059,0.018505096,0.147909164,2.48E-05,0.002305984,0.001596451,0.01162529,0.000190735,0.027891159,9.54E-06,3.81E-06,114.0567191,22.56841414
,0.005361557,0.000162125,1.72E-05,,0.21427536,0.403375626,,0.110923767,0.000112534,0.239212036,0.000650406,0.002262115,0.015365601,,0.001939774,0.007318497,,,113.9409369,22.54150529
3.81E-06,0.073320389,0.010705948,,,0.513738632,0.223911285,,0.07818222,0.002962112,0.061164856,0.029371262,0.001045227,,0.001842499,0.000589371,0.002710342,,0.001428604,113.9470216,22.56258718
7.63E-06,0.015022278,0.000473022,,,0.027622223,0.671325684,3.24E-05,0.088590622,,0.17747879,0.007198334,0.00296402,0.008377075,0.000461578,0.000160217,0.001228333,3.43E-05,,113.933435,22.6690424
,0.006250381,,,,0.005624771,0.029226303,,0.767360687,,0.061706543,0.035930634,0.02047348,,,,0.074378967,2.48E-05,,113.8586225,22.61335124
0.000747681,0.000114441,3.24E-05,,,0.032787323,0.39027977,0.00317955,0.362012863,0.000108719,0.154619217,0.006526947,0.007986069,0.018943787,,0.001218796,0.022411346,7.63E-06,,113.9329829,22.48793089
,,,,,0.005744934,0.559274673,0.000244141,0.236940384,,0.140161514,0.005065918,0.011343002,0.000492096,0.000139236,0.012857437,0.024862289,0.003850937,,114.1355081,22.63319873
6.68E-05,0.000453949,,,1.91E-06,0.358058929,0.280023575,3.81E-06,0.110376358,0.000492096,0.111804962,0.000213623,0.002889633,0.013378143,0.002948761,0.005195618,0.114995956,4.20E-05,3.05E-05,114.0537972,22.54547119
1.72E-05,0.01112175,0.000389099,1.91E-06,,0.186084747,0.193944931,,0.338895798,0.004644394,0.231304169,0.001987457,0.011335373,0.000289917,0.000858307,0.000699997,0.018072128,0.001123428,0.000205994,114.017246,22.52883678
0.009679794,0.019275665,,,,0.456134796,0.123180389,0.000141144,0.212663651,0.000402451,0.135396957,0.004482269,0.019569397,0.00428009,0.000663757,0.000213623,0.01480484,8.77E-05,,113.9665994,22.56902831
0.190969467,0.0216465,0.003168106,1.91E-06,,0.076105118,0.450258255,0.011043549,0.093854904,0.000537872,0.119783401,0.000127792,0.001581192,0.004653931,0.000734329,0.005764008,0.020275116,0.000471115,,113.9490059,22.54756825
0.000534058,0.007600784,0.000265121,,,0.092281342,0.264455795,0.005212784,0.405021667,0.005628586,0.097026825,5.72E-06,0.001211166,0.030237198,0.00018692,0.000448227,0.09085083,,9.54E-06,113.9068511,22.53131104
,,,,,0.008802414,0.526565552,,0.235696793,,0.131185532,0.076847076,0.001623154,0.010614395,,5.72E-06,0.009635925,,,113.8295331,22.59945599
3.43E-05,0.017578125,0.00047493,0.023187637,0.000183105,0.053115845,0.437095642,,0.265441895,0.002557755,0.127365112,0.000137329,0.000715256,0.040817261,0.0082798,0.008037567,0.015720367,0.000104904,0.0001297,113.920105,22.53415986
7.63E-06,1.53E-05,,,,0.015104294,0.333879471,8.39E-05,0.564279556,,0.046762466,0.011564255,0.002702713,0.018835068,0.001523972,0.003911972,0.001968384,0.000337601,,113.9386247,22.496521
0.034280777,0.010307312,0.001262665,3.81E-06,,0.006353378,0.495862961,8.39E-05,0.299495697,0.003761292,0.089038849,0.039270401,0.004808426,0.002819061,0.001941681,0.000810623,0.010753632,0.00012207,,114.0571631,22.51478454
6.10E-05,0.056869507,1.91E-06,,,0.004732132,0.348752975,0.000354767,0.410459518,0.001333237,0.136770248,0.009077072,0.004304886,0.008449554,3.62E-05,0.006223679,0.013549805,,,114.0371818,22.66253426
,1.14E-05,5.72E-05,,,0.00594902,0.103242874,,0.678596497,0.001300812,0.091230392,0.006626129,0.003019333,0.088611603,0.001548767,0.000213623,0.020568848,,,113.920105,22.4944716
1.91E-06,0.000242233,0.000881195,0.119600296,,0.429121017,0.116119385,,0.125322342,0.001516342,0.075626373,5.91E-05,0.001865387,0.086166382,3.43E-05,0.000152588,0.044267654,,,113.9714545,22.52832031
,0.011512756,0.000589371,,,0.013685226,0.394189835,,0.42993927,0.001411438,0.10373497,0.023651123,0.005767822,,5.72E-06,0.002023697,0.01348114,7.63E-06,0.000976563,113.9858142,22.54574256
0.00412178,0.005088806,0.000102997,1.91E-06,0.001113892,0.081106186,0.544538498,0.024551392,0.144172668,0.000131607,0.1308918,0.004314423,0.005777359,0.024978638,0.000534058,0.003492355,0.025985718,7.25E-05,,114.0151171,22.56011821
0.000190735,0.099018097,0.003515244,,,0.146600723,0.102952957,1.34E-05,0.481958389,0.003305435,0.085870743,0.00217247,0.034620285,0.015672684,0.00463295,0.001398087,0.018867493,8.01E-05,0.000106812,114.0273823,22.65657914
,0.0137043,5.72E-06,,,0.063575745,0.366678238,,0.328741074,0.016038895,0.13602829,0.000637054,0.004125595,0.009717941,0.024393082,0.020042419,0.017091751,7.63E-05,0.000120163,114.0580094,22.66332555
0.001403809,0.006334305,0.00030899,4.77E-05,,0.231660843,0.433582306,0.000139236,0.044380188,0.001533508,0.229383469,3.81E-06,0.004209518,0.019647598,0.001895905,0.001272202,0.025100708,3.05E-05,4.20E-05,113.8828847,22.55230279
0.000141144,0.000148773,1.91E-06,,,0.173467636,0.457860947,,0.236064911,0.000644684,0.088382721,0.000181198,0.001974106,0.029378891,0.000190735,1.72E-05,0.012395859,0.000123978,1.91E-06,114.1152044,22.55889893
0.023349762,0.023744583,0.001615524,,,0.040065765,0.604953766,0.00044632,0.101694107,0.000652313,0.081642151,0.065309525,0.005115509,0.045116425,1.91E-05,0.001102448,0.006118774,3.05E-05,,113.9529666,22.56033513
0.007389069,0.000572205,1.14E-05,,,0.06867218,0.241783142,,0.568843842,,0.060873032,0.013633728,0.0197258,0.004842758,0.00031662,0.00451088,0.009775162,2.67E-05,,113.8445523,22.60890452
,0.001188278,1.91E-06,,,0.262823105,0.343915939,,0.141378403,0.001873016,0.147594452,0.001188278,0.006750107,0.002298355,0.000705719,0.001602173,0.089645386,1.14E-05,,114.0222989,22.630271
,0.037708282,5.72E-06,,,0.238988876,0.311193466,,0.192314148,0.008283615,0.096376419,0.039031982,0.004104614,0.016447067,0.000650406,0.005289078,0.050580978,,1.91E-06,114.1186528,22.56544789
0.082843781,0.062421799,6.68E-05,0.005260468,,0.167776108,0.296674728,0.006502151,0.181768417,4.96E-05,0.105466843,0.00532341,0.016294479,0.058523178,0.000967026,0.002080917,0.006628036,0.002296448,3.24E-05,114.0514785,22.63751913
,0.006443024,0.000585556,,,0.093423843,0.201751709,0.001190186,0.459032059,0.004970551,0.141832352,0.004219055,0.003862381,0.005233765,0.001441956,,0.07698822,,1.91E-06,114.0972329,22.54351807
,0.024841309,1.72E-05,,,0.285886765,0.317630768,0.000123978,0.091999054,7.63E-06,0.215156555,0.00856781,0.003765106,0.042444229,,0.001813889,0.008722305,,,113.835022,22.61879866
,,,,,0.206674576,0.271541595,0.010255814,0.362195969,3.43E-05,0.124145508,0.016906738,0.001003265,0.000324249,,0.0008564,0.007038116,,,113.9679987,22.52587891
0.009187698,0.034791946,0.00177002,0.113571167,,0.186210632,0.124336243,,0.381231308,0.003612518,0.099674225,0.004449844,0.00122261,0.020889282,0.004985809,0.000932693,0.013406754,,0.000703812,114.0582886,22.53612315
,0.001247406,,,,0.000696182,0.631797791,,0.15042305,5.72E-06,0.148256302,0.025400162,3.81E-05,0.037797928,1.91E-06,,0.005311966,,,113.8898677,22.51864169
,0.005037308,,,,0.000268936,,,0.899898529,,0.092615128,0.002244949,,,,,0.000911713,,,114.0652551,22.57720071
,0.018476486,0.000818253,,,0.006601334,,0.000257492,0.683628082,0.00705719,0.135906219,0.000608444,0.003149033,0.071577072,0.008132935,0.004152298,0.060611725,,,113.9555054,22.57281102
0.103889465,0.030525208,,0.011325836,7.63E-06,0.324718475,0.060161591,,0.308404922,4.58E-05,0.129928589,0.000335693,0.004764557,0.018930435,,0.002708435,0.004930496,0.000299454,,113.9490967,22.52397815
0.1281147,0.070108414,0.008371353,0.002141953,,0.23179245,0.30226326,0.000244141,0.010890961,0.009077072,0.151956558,0.000146866,0.053239822,0.006284714,0.002456665,0.003223419,0.019458771,0.001205444,,114.0104368,22.64971437
0.000827789,1.72E-05,,,,0.177297592,0.383037567,0.038919449,0.228065491,,0.126914978,0.008440018,0.002038956,0.035356522,4.01E-05,,,2.10E-05,,113.9260182,22.57862372
0.151788712,0.000225067,,,4.01E-05,0.106428146,0.485733032,0.003393173,0.043804169,,0.074541092,5.53E-05,0.001600266,0.108249664,0.000883102,0.001081467,0.023153305,,,114.1524438,22.63921248
0.011190414,0.001171112,0.012159348,0.001672745,,0.011482239,0.57000351,0.000392914,0.117506027,0.00100708,0.15275383,1.34E-05,0.005197525,0.086675644,0.000347137,0.000221252,0.027864456,,0.001317978,113.8009033,22.67950543
0.001871109,0.021711349,0.000329971,0.005149841,1.91E-06,0.02289772,0.533872604,0.000169754,0.178371429,0.005825043,0.178482056,0.000583649,0.001001358,0.024578094,0.000213623,0.000459671,0.025432587,1.53E-05,9.54E-06,114.155333,22.5593734
0.000192642,0.0175457,,,0.000484467,0.14345932,0.44109726,0.001461029,0.285129547,,0.105257034,0.001127243,0.002206802,0.001123428,,0.000499725,0.001234055,0.00015831,,113.8372542,22.61960413
0.000595093,0.002977371,,,,0.036701202,0.457284927,,0.334384918,,0.149274826,0.003980637,0.001369476,0.005901337,,,0.008466721,4.01E-05,,114.1481858,22.63488945
,0.000835419,0.000684738,1.91E-06,,0.346292496,0.011974335,,0.411535263,0.022884369,0.062620163,1.72E-05,0.00302887,0.042310715,0.008024216,0.002086639,0.087612152,0.000101089,0.000967026,114.0739721,22.539617
,0.015670776,3.81E-06,,,0.074903488,0.46156311,,0.173439026,0.00022316,0.173034668,0.014713287,0.004444122,0.062948227,0.000581741,0.000963211,0.018371582,0.000116348,,113.8683507,22.60101435
,0.003368378,,,,0.105499268,0.509662628,0.000818253,0.188097,,0.124547958,0.02040863,0.002662659,0.017616272,0.001081467,7.63E-05,0.027137756,,,113.8627217,22.57481625
0.010845184,0.00928688,0.001438141,,0.000179291,0.166734695,0.489282608,0.00097084,0.065340042,0.001958847,0.201435089,0.001213074,0.011945724,0.001264572,0.00056076,0.001382828,0.033910751,0.003227234,,114.0675172,22.66038215
,0.030620575,5.34E-05,,,0.093536377,0.31038475,6.29E-05,0.352451324,0.018537521,0.151432037,0.000675201,0.003067017,0.023397446,,0.004049301,0.012708664,,,114.0927585,22.55847168
0.007091522,0.0188694,3.81E-06,0.000822067,,0.027933121,0.581226349,0.000228882,0.115459442,7.63E-06,0.171792984,0.001407623,0.021598816,0.007284164,0.000509262,0.001365662,0.041967392,0.003408432,,114.1317231,22.6303193
1.91E-05,0.001550674,,,,0.089199066,0.511806488,,0.220342636,0.001905441,0.138744354,0.003828049,0.004932404,0.011562347,0.000616074,0.001684189,0.014520645,0.000253677,1.14E-05,114.0675105,22.62378276
1.14E-05,3.24E-05,3.81E-05,,,0.127317429,0.226732254,1.91E-05,0.501390457,0.000154495,0.114419937,0.000242233,0.003316879,0.011808395,8.20E-05,0.003112793,0.012260437,3.81E-05,,114.062818,22.61688811
0.000265121,0.048152924,5.72E-05,,,0.145280838,0.492677689,,0.115110397,0.000614166,0.125953674,0.029005051,0.009660721,0.002130508,0.001569748,0.002958298,0.027151108,0.000389099,,114.0152551,22.53222487
0.000339508,0.0346241,,7.82E-05,4.39E-05,0.116905212,0.407243729,0.012113571,0.206575394,0.003143311,0.18740654,1.91E-06,0.001541138,0.019889832,0.001905441,0.001672745,0.007486343,,5.72E-06,114.1223057,22.60969352
0.000734329,0.025766373,0.001991272,,,0.100231171,0.436914444,0.001939774,0.220386505,0.000202179,0.128299713,0.055797577,0.000751495,0.003288269,3.43E-05,0.00274086,0.021127701,7.63E-05,0.000694275,113.9017749,22.51842281
0.000192642,3.24E-05,,,,0.050258636,0.581857681,0.02960968,0.218585968,3.81E-06,0.065122604,0.04004097,0.002895355,0.006874084,0.000295639,0.002593994,0.002494812,0.000118256,,114.0240467,22.53883775
,0.001832962,,,,1.53E-05,0.21241188,,0.66295433,0.000375748,0.064538956,0.03352356,0.003665924,0.018575668,4.96E-05,0.002025604,0.00100708,,,113.9361598,22.58359131
0.000839233,0.074642181,0.000272751,2.86E-05,,0.02422905,0.518302917,0.003173828,0.228431702,,0.129892349,,0.007459641,0.001375198,,0.002046585,0.010166168,0.000116348,,114.05021,22.5314243
0.001081467,0.001832962,0.004501343,,,0.507797241,0.165060043,0.001497269,0.092409134,0.001552582,0.07062912,0.113531113,0.016073227,0.019155502,0.000757217,0.003091812,0.002006531,,,114.1219289,22.55727246
9.54E-06,7.63E-06,0.000608444,,,,1.91E-06,,0.798591614,0.001216888,0.090908051,0.077543259,0.000249863,0.006504059,0.000211716,,0.025123596,,,113.974596,22.56444397
0.010320663,0.009809494,,0.002162933,,0.005737305,0.446056366,,0.381906509,,0.124557495,0.001724243,0.001327515,0.010026932,0.000391006,0.004623413,0.002256393,7.63E-05,,114.071064,22.6128573
1.91E-06,0.008136749,0.000265121,,,0.067934036,0.545438766,,0.112056732,0.003509521,0.152215958,0.003002167,0.026611328,0.001491547,0.001592636,0.011508942,0.066333771,0.000450134,0.000427246,114.0525073,22.66120693
,8.58E-05,2.48E-05,4.77E-05,7.63E-06,0.002487183,0.311664581,,0.517120361,8.77E-05,0.119325638,0.043333054,0.004549026,0.000118256,0.000173569,0.000333786,0.000642776,0.000827789,0.000146866,113.9097332,22.56145823
,0.082384109,0.000629425,,,0.068840027,0.090499878,,0.611053467,0.0038414,0.087078094,0.005971909,0.006772995,0.004915237,0.002328873,0.001585007,0.034351349,,0.000724792,114.1360579,22.5700556
0.010551453,0.012891769,,0.000665665,,0.069458008,0.509767532,0.001644135,0.16361618,0.00050354,0.131717682,0.042274475,0.012533188,0.022340775,0.000297546,0.005588531,0.016624451,0.000501633,,113.8670417,22.571309
0.024749756,0.058351517,1.91E-05,0.000886917,3.81E-06,0.386131287,0.18019104,0.001537323,0.154844284,0.013225555,0.152193069,0.012495041,0.000602722,0.007274628,0.000370026,0.005149841,0.001890182,1.91E-06,0.001058578,114.1175727,22.6039814
0.054185867,0.009435654,0.047660828,0.000253677,,0.642234802,0.122938156,0.000104904,0.000652313,0.003278732,0.059978485,6.68E-05,0.003372192,0.005151749,0.034852982,0.002882004,0.013561249,,0.000366211,114.0656366,22.64156033
0.000665665,0.044549942,0.008073807,0.000301361,,0.001443863,0.457309723,,0.331949234,0.004695892,0.096214294,,0.003108978,0.045415878,0.000198364,,0.006887436,0.000162125,,114.0134919,22.60861322
,0.006587982,0.001367569,,,0.255523682,0.343343735,,0.149061203,9.16E-05,0.18853569,5.34E-05,0.000452042,0.047338486,0.001296997,9.54E-06,0.007286072,2.86E-05,,113.8747863,22.56472864
,4.01E-05,,,,0.00053978,0.500070572,,0.271280289,,0.118598938,0.011112213,0.003452301,0.079673767,,0.000564575,0.015644073,,,113.9025708,22.65249493
0.000663757,0.006555557,,,0.000797272,0.001325607,0.722017288,0.000806808,0.009529114,,0.189577103,0.001270294,0.005268097,0.0417099,0.00025177,0.001781464,0.019422531,,,113.8157159,22.59840594
,0.006345749,,,,0.059719086,0.516130447,0.002061844,0.223167419,0.000226974,0.114965439,0.020076752,0.019342422,0.032915115,0.000143051,0.000307083,0.005558014,1.72E-05,,113.9390869,22.50255575
0.008037567,0.020767212,0.000984192,,,0.014709473,0.414058685,0.024206161,0.332782745,0.00135994,0.077978134,0.008584976,0.017225266,0.048797607,0.000972748,0.001922607,0.028497696,9.16E-05,,114.0463013,22.64677838
0.000362396,0.004413605,,,6.10E-05,0.138139725,0.407762527,0.000347137,0.190935135,0.002357483,0.096805573,0.023712158,0.029714584,0.022472382,0.000123978,0.000965118,0.082471848,0.000331879,,114.0629272,22.55463052
,0.000709534,3.05E-05,0.018266678,,0.064865112,0.401306152,,0.314950943,0.000705719,0.177370071,0.009119034,0.00229454,0.00286293,3.43E-05,8.77E-05,0.00835228,1.72E-05,3.81E-06,113.931056,22.49104949
0.000631332,0.001199722,2.86E-05,,1.91E-06,0.065231323,0.478708267,0.009552002,0.22533226,0.000341415,0.145000458,0.00144577,0.001398087,0.066307068,0.000480652,0.000703812,0.004575729,3.62E-05,1.91E-06,114.0307625,22.61696261
0.001878738,0.001148224,,,0.001411438,0.370548248,0.291564941,0.002832413,0.045999527,0.00403595,0.152770996,6.87E-05,0.00201416,0.105175018,0.000335693,0.000131607,0.021018982,4.20E-05,,114.0147782,22.62941371
0.000181198,0.006315231,,,,0.014368057,0.195882797,0.074594498,0.489454269,,0.192726135,,5.72E-05,0.013153076,,0.000108719,0.014127731,7.63E-06,,114.0218616,22.63742497
0.000572205,0.023443222,0.000686646,0.002971649,,0.340312958,0.267097473,,0.123655319,0.035840988,0.176725388,0.000371933,0.004480362,0.003170013,0.00607872,0.002027512,0.012716293,0.000471115,0.000354767,114.019023,22.6550667
0.007165909,0.00220108,2.67E-05,0.001684189,6.29E-05,0.225410461,0.094345093,,0.485435486,0.000543594,0.136774063,0.006702423,0.017419815,0.020669937,4.77E-05,0.000946045,0.000976563,0.00056076,3.81E-06,113.9622479,22.55997515
0.000310898,0.00287056,,,,0.082864761,0.51035881,0.002975464,0.104705811,,0.137367249,0.059368134,0.007858276,0.063079834,0.000299454,0.001995087,0.026447296,0.00047493,,113.858295,22.62609177
0.000263214,0.000255585,0.004796982,,0.000347137,0.096384048,0.631568909,0.01055336,0.010835648,0.000419617,0.172668457,0.001459122,0.007276535,0.032823563,0.005805969,0.00041008,0.024812698,1.91E-06,0.000293732,113.8647376,22.5542901
,0.003868103,,,,0.221733093,0.37348938,,0.268573761,,0.075462341,0.019550323,0.000930786,0.003196716,1.91E-06,0.000597,0.033535004,3.81E-05,,113.9411011,22.52281056
1.72E-05,0.003675461,1.91E-05,0.034959793,,0.093812943,0.325984955,,0.294307709,0.000801086,0.155305862,0.002792358,0.002994537,0.021743774,0.000209808,0.006271362,0.058080673,,,114.1216815,22.61241633
0.018413544,0.03068161,,,,0.005371094,0.531190872,0.039957047,0.194396973,,0.147914886,0.000530243,0.005090714,0.025268555,5.72E-06,6.48E-05,0.002033234,5.72E-05,,113.8291875,22.66811505
0.000232697,0.00321579,,,,0.093597412,0.383363724,0.006994247,0.390476227,0.005716324,0.065328598,0.032402039,0.005275726,0.000801086,0.002408981,0.000230789,0.010702133,2.10E-05,0.000209808,114.1722698,22.5628427
,0.032283783,3.62E-05,,,0.012214661,0.321779251,0.00019455,0.484045029,0.002428055,0.067295074,0.050758362,0.000102997,0.00116539,0.00112915,3.62E-05,0.027482986,2.48E-05,,114.1011455,22.65504953
,7.44E-05,,,,0.026275635,0.492183685,1.91E-06,0.229394913,,0.158794403,1.34E-05,0.008163452,0.065137863,0.000349045,5.72E-06,0.020570755,1.14E-05,,113.888899,22.55171378
,0.005191803,,5.72E-06,,0.042360306,0.005435944,0.001256943,0.73242569,0.000703812,0.072443008,0.013589859,6.68E-05,0.041685104,0.000192642,1.91E-06,0.085615158,,1.91E-06,113.8671175,22.59568467
,0.001121521,9.92E-05,0.015615463,,0.066240311,0.384449005,,0.321611404,6.48E-05,0.137453079,,0.006195068,0.036991119,3.81E-06,0.002506256,0.028556824,6.87E-05,,113.9243075,22.49768066
,0.000413895,1.34E-05,,,0.010570526,0.548009872,5.15E-05,0.231805801,0.000802994,0.096183777,0.017375946,0.004678726,0.08247757,5.72E-06,7.63E-06,0.008422852,0.000156403,,113.8887339,22.51138627
0.000383377,0.020435333,,0.000984192,,0.000331879,0.380331039,,0.399158478,,0.194519043,0.000423431,0.000389099,5.72E-05,0.002210617,0.000102997,0.001615524,3.43E-05,,114.1690965,22.62909604
,0.020189285,,,,0.191957474,0.254623413,0.003536224,0.305925369,,0.131368637,0.073226929,0.001016617,0.017642975,0.000461578,0.000391006,0.000623703,1.34E-05,,113.9341494,22.5774823
0.000272751,0.00071907,0.000392914,,,0.011459351,0.264957428,5.72E-06,0.499692917,0.001277924,0.076589584,0.009363174,0.002799988,0.107290268,0.000448227,0.021097183,0.00451088,9.92E-05,,114.0175984,22.63083009
,0.001691818,0.000452042,,,0.000185013,0.1965065,,0.568677902,0.001338959,0.171834946,0.002277374,0.009763718,0.000204086,4.77E-05,0.005357742,0.042076111,0.000301361,0.000261307,113.9341718,22.55987549
0.000236511,0.02223587,0.000127792,0.000205994,,0.081392288,0.430826187,1.34E-05,0.238969803,0.000108719,0.089141846,0.117805481,0.000196457,0.01407814,1.91E-06,2.10E-05,0.005508423,,0.000106812,114.0518898,22.53157392
0.006893158,9.92E-05,,,,0.007543564,0.464735031,,0.407361984,,0.108150482,0.000806808,0.000576019,0.001037598,0.000165939,1.34E-05,0.003593445,,,113.8776924,22.67076254
0.001300812,0.005605698,0.000865936,,,0.034931183,0.650754929,0.015024185,0.035194397,0.000255585,0.220117569,0.001825333,0.007694244,0.017805099,0.00012207,0.000360489,0.009117126,1.91E-06,,113.9250016,22.58220056
5.72E-06,0.031263351,,,,0.061849594,0.540779114,0.004909515,0.136865616,3.24E-05,0.154664993,0.000461578,0.003334045,0.030174255,0.000213623,0.001527786,0.034650803,0.000244141,,114.0719236,22.54290771
0.000202179,0.003543854,1.91E-06,,,0.032194138,0.238014221,0.00261116,0.48056221,0.010944366,0.024185181,0.044904709,0.02154541,0.067140579,0.003414154,0.016767502,0.053693771,4.01E-05,0.001211166,114.0546502,22.52587891
0.057888031,0.00592041,9.54E-05,0.245391846,,0.063598633,0.440746307,,0.060569763,0.001081467,0.103521347,2.67E-05,0.004959106,0.009634018,0.002727509,0.00246048,0.001630783,0.000587463,0.000137329,114.1249682,22.55895758
1.34E-05,0.005451202,,,,0.143474579,0.060798645,,0.627349854,,0.041854858,0.109531403,2.67E-05,0.000595093,0.000118256,4.77E-05,0.011714935,,,113.8803032,22.58986179
